payment_id,customer_id,payment_method,date,amount
4343,59,online wallet,2021-12-17 22:47:46,29.71
4344,753,bank card online,2019-09-23 20:58:22,91.25
4345,315,bank card online,2019-10-17 04:37:54,36.53
4346,161,ATM,2019-04-14 22:27:51,24.88
4347,32,internet banking,2019-08-26 02:49:52,39.27
4348,2,internet banking,2021-09-16 14:25:51,35.4
4350,708,online wallet,2020-04-24 00:42:03,84.89
4352,268,auto payment from a bank card,2021-01-06 14:52:52,133.68
4353,767,sms payments,2020-08-09 12:09:20,31.5
4354,940,bank card online,2021-10-18 16:27:12,80.27
4355,945,bank card online,2019-03-17 22:54:17,32.83
4357,812,internet banking,2021-11-25 10:42:03,38.16
4358,889,bank card online,2021-08-19 11:19:18,23.57
4359,687,bank card online,2021-09-21 09:07:59,29.14
4361,317,internet banking,2021-02-02 15:33:12,32.78
4365,970,auto payment from a bank card,2019-01-02 14:15:40,21.68
4367,869,auto payment from a bank card,2021-07-06 18:46:01,115.7
4368,372,internet banking,2020-07-08 13:04:04,116.77
4369,44,internet banking,2021-12-15 04:08:09,32.71
4371,370,internet banking,2020-06-08 17:23:33,65.32
4372,832,online wallet,2019-12-27 16:17:22,35.46
4374,412,auto payment from a bank card,2020-07-25 10:59:35,73.45
4375,567,bank card online,2020-01-09 23:09:00,29.03
4376,730,internet banking,2021-06-27 16:28:13,39.41
4377,730,online wallet,2020-09-02 02:13:48,152.66
4378,49,internet banking,2020-05-13 00:26:05,94.49
4379,287,bank card online,2019-11-24 04:34:06,32.97
4380,724,sms payments,2021-10-22 07:19:35,67.85
4381,586,internet banking,2019-10-29 00:03:26,34.36
4382,931,online wallet,2020-08-03 17:22:54,19.41
4383,585,bank card online,2019-01-13 23:32:50,60.38
4384,776,bank card online,2020-10-13 18:37:24,51.51
4386,482,online wallet,2020-03-28 10:54:40,101.87
4387,562,bank card online,2019-07-14 13:14:01,43.71
4389,510,internet banking,2019-11-12 23:29:18,24.47
4391,782,internet banking,2021-03-14 22:58:31,107.2
4393,98,payment in stores,2020-11-21 21:34:27,43.42
4394,688,internet banking,2020-06-25 03:23:10,86.6
4395,459,bank card online,2020-12-27 20:21:57,112.98
4396,46,internet banking,2021-01-25 23:13:53,37.96
4397,756,bank card online,2019-04-08 21:28:59,95.18
4399,215,bank card online,2021-06-15 22:35:48,130.74
4400,396,bank card online,2019-03-28 21:38:17,235.85
4401,334,internet banking,2021-10-18 00:59:39,98.06
4402,687,internet banking,2021-05-22 07:48:39,77.72
4403,392,ATM,2021-04-08 11:53:29,28.77
4404,86,auto payment from a bank card,2021-04-10 05:39:54,46.76
4405,929,internet banking,2021-10-12 08:07:48,18.21
4408,18,auto payment from a bank card,2021-01-08 17:06:29,38.29
4409,839,bank card online,2021-12-18 12:35:31,84.15
4411,884,internet banking,2021-10-18 08:21:21,50.23
4413,873,internet banking,2019-07-31 06:32:07,50.01
4414,293,bank card online,2020-04-28 04:32:39,41.98
4415,479,online wallet,2021-05-27 21:19:55,14.03
4416,913,internet banking,2019-05-13 03:35:38,26.08
4418,868,bank card online,2021-12-21 19:58:46,34.69
4419,622,sms payments,2020-12-27 01:08:32,44.81
4421,357,sms payments,2019-07-31 10:01:11,53.45
4422,897,internet banking,2019-06-16 03:28:37,36.64
4423,284,internet banking,2020-02-22 11:02:54,50.41
4425,69,internet banking,2020-07-22 11:44:14,22.61
4426,538,online wallet,2019-12-25 15:35:00,35.04
4427,185,online wallet,2019-03-06 20:42:49,40.71
4428,967,auto payment from a bank card,2020-01-11 10:20:03,37.78
4429,5,bank card online,2020-08-09 17:10:45,16.12
4430,14,auto payment from a bank card,2021-02-19 16:51:00,108.89
4432,463,bank card online,2019-03-11 06:24:09,13.35
4433,485,internet banking,2021-03-15 12:02:29,52.18
4434,929,internet banking,2020-01-06 02:56:37,66.89
4435,60,online wallet,2021-09-13 16:28:42,60.37
4436,401,auto payment from a bank card,2021-03-29 09:31:08,80.59
4437,355,internet banking,2021-01-01 01:56:25,61.06
4438,962,bank card online,2020-09-13 13:42:34,44.66
4439,567,internet banking,2021-12-16 19:52:04,150.03
4440,254,online wallet,2020-08-26 00:37:11,71.77
4441,149,auto payment from a bank card,2021-01-09 22:04:21,79.35
4442,258,internet banking,2019-05-10 05:22:40,72.18
4443,402,auto payment from a bank card,2020-11-17 17:01:44,69.98
4445,116,online wallet,2021-05-23 17:01:23,113.05
4447,648,online wallet,2019-06-18 09:47:35,87.86
4449,124,bank card online,2021-12-30 13:14:23,63.18
4450,562,bank card online,2019-10-29 18:30:00,48.23
4451,761,internet banking,2021-09-08 22:04:44,26.9
4452,53,bank card online,2021-10-13 19:11:48,38.23
4454,663,internet banking,2020-12-17 13:33:49,82.34
4455,547,bank card online,2020-12-23 20:49:17,144.72
4456,551,ATM,2020-05-09 05:56:14,26.63
4457,55,internet banking,2019-10-05 21:15:18,80.52
4458,509,internet banking,2019-02-02 05:40:04,72.22
4459,824,internet banking,2019-09-25 06:29:55,17.73
4460,37,online wallet,2019-03-03 11:46:16,38.6
4461,513,online wallet,2021-07-29 21:45:31,39.33
4462,370,internet banking,2021-08-31 16:48:30,54.5
4463,389,bank card online,2021-02-13 11:08:15,56.0
4464,396,internet banking,2021-05-07 03:16:09,61.61
4465,711,auto payment from a bank card,2019-07-18 09:18:48,43.6
4466,398,bank card online,2021-11-18 05:12:38,94.97
4467,828,internet banking,2021-02-19 18:56:10,33.8
4468,826,auto payment from a bank card,2021-09-09 04:40:46,27.17
4469,882,online wallet,2019-09-20 16:04:34,91.31
4470,225,auto payment from a bank card,2021-12-06 17:15:43,53.32
4471,891,auto payment from a bank card,2020-10-29 00:36:36,35.03
4472,258,auto payment from a bank card,2021-01-13 13:19:51,16.15
4473,268,auto payment from a bank card,2019-02-02 20:27:24,10.39
4474,888,bank card online,2020-05-03 18:51:50,28.4
4475,847,internet banking,2021-06-24 00:54:45,40.66
4476,213,bank card online,2021-03-10 01:04:45,77.1
4477,487,ATM,2021-12-26 10:02:20,27.62
4479,109,sms payments,2020-08-06 08:01:04,85.83
4480,26,online wallet,2019-07-15 17:15:56,31.68
4481,882,bank card online,2020-08-11 19:17:19,13.95
4485,317,internet banking,2020-04-26 16:10:43,25.04
4486,413,internet banking,2020-07-27 10:25:58,65.77
4487,532,online wallet,2021-02-26 07:09:31,71.1
4488,39,auto payment from a bank card,2021-12-04 02:04:15,43.42
4490,179,auto payment from a bank card,2019-03-02 19:01:04,120.5
4493,5,online wallet,2020-05-12 13:13:46,66.26
4494,946,payment in stores,2019-09-06 02:20:59,30.09
4495,70,internet banking,2019-11-01 07:07:26,129.26
4496,881,internet banking,2020-01-29 18:21:36,20.13
4497,781,online wallet,2019-10-18 06:39:22,150.78
4498,762,bank card online,2019-09-21 21:20:00,52.51
4499,78,bank card online,2020-03-03 14:01:34,38.27
4501,238,bank card online,2021-05-12 12:30:18,68.17
4503,968,internet banking,2020-06-27 11:05:12,50.62
4505,254,auto payment from a bank card,2019-01-28 17:31:20,56.68
4506,881,internet banking,2021-12-28 17:04:51,25.41
4507,61,bank card online,2020-04-24 14:24:59,124.25
4509,492,online wallet,2021-08-28 13:43:15,36.8
4510,673,payment in stores,2020-10-07 21:03:05,47.95
4511,471,online wallet,2021-09-22 14:17:21,58.79
4512,935,internet banking,2021-09-24 23:32:05,109.17
4513,60,bank card online,2021-02-18 09:15:53,116.89
4515,873,bank card online,2019-04-28 13:38:56,46.35
4516,296,sms payments,2019-12-18 15:39:26,39.73
4518,697,internet banking,2019-05-04 17:52:37,20.13
4519,661,bank card online,2020-06-13 21:16:40,41.79
4521,630,online wallet,2019-05-13 18:51:32,49.93
4522,717,online wallet,2019-08-27 13:18:05,74.09
4523,187,online wallet,2020-09-03 15:40:20,137.31
4524,6,payment in stores,2020-02-07 08:01:00,54.07
4526,210,internet banking,2021-06-07 06:25:16,55.33
4527,447,online wallet,2020-09-12 03:55:06,40.22
4528,927,internet banking,2020-07-03 18:23:41,50.11
4529,469,online wallet,2021-12-15 21:42:20,47.33
4530,107,bank card online,2020-11-19 08:51:42,37.26
4531,47,auto payment from a bank card,2021-12-06 02:22:17,68.82
4532,861,auto payment from a bank card,2019-01-04 23:35:57,51.37
4533,918,internet banking,2021-02-18 10:19:27,47.45
4534,206,bank card online,2019-07-09 11:56:19,12.15
4535,971,auto payment from a bank card,2019-05-28 13:33:06,49.28
4536,749,internet banking,2019-07-09 05:38:33,54.45
4537,849,internet banking,2021-04-14 07:11:14,31.35
4539,784,ATM,2020-07-14 21:00:17,48.75
4540,876,online wallet,2019-12-07 08:33:09,59.06
4541,739,internet banking,2019-05-27 17:47:19,47.38
4543,188,bank card online,2020-10-31 17:07:35,44.77
4544,590,sms payments,2021-10-19 08:14:01,73.43
4545,915,bank card online,2020-02-19 23:44:30,50.35
4547,649,bank card online,2021-09-19 09:00:30,56.87
4549,161,internet banking,2019-01-23 12:11:17,22.43
4551,374,bank card online,2020-03-02 21:12:32,67.93
4552,511,bank card online,2020-12-10 23:09:51,23.1
4553,927,internet banking,2021-09-05 08:10:12,87.76
4554,268,bank card online,2021-07-11 11:42:44,35.91
4555,212,online wallet,2019-04-26 15:30:50,90.11
4556,575,online wallet,2021-01-24 18:55:05,39.32
4557,716,internet banking,2019-06-16 11:22:09,48.67
4558,55,ATM,2019-07-24 11:53:17,31.19
4560,933,online wallet,2020-10-11 15:31:46,125.26
4561,830,ATM,2020-01-29 11:34:59,50.54
4562,882,bank card online,2019-03-10 12:18:47,48.97
4563,470,internet banking,2019-10-19 01:19:28,21.87
4566,415,bank card online,2020-11-29 14:05:47,17.6
4567,567,auto payment from a bank card,2021-04-03 12:22:24,150.03
4568,404,online wallet,2021-04-05 14:06:38,66.66
4569,638,sms payments,2019-05-09 14:54:24,48.21
4570,36,online wallet,2021-11-13 13:44:29,60.54
4571,661,payment in stores,2019-03-14 08:56:07,33.65
4573,642,online wallet,2021-12-06 14:55:07,35.9
4574,454,ATM,2021-02-16 01:22:59,29.41
4575,953,internet banking,2021-10-13 21:48:38,58.03
4577,555,auto payment from a bank card,2021-04-16 19:48:34,18.45
4578,745,ATM,2021-11-06 22:27:54,12.94
4579,151,auto payment from a bank card,2020-10-15 18:09:22,37.34
4580,166,internet banking,2019-01-27 00:15:50,82.33
4581,668,internet banking,2020-10-31 23:04:23,30.18
4582,974,auto payment from a bank card,2021-05-05 00:20:24,41.36
4583,928,auto payment from a bank card,2020-06-19 05:41:28,24.54
4584,350,internet banking,2019-03-01 03:29:47,88.32
4585,191,auto payment from a bank card,2020-02-16 13:06:42,40.96
4586,624,internet banking,2021-07-19 09:26:35,55.23
4588,623,bank card online,2020-10-28 17:45:39,76.95
4589,708,auto payment from a bank card,2019-06-03 00:23:15,16.94
4590,249,auto payment from a bank card,2021-06-16 09:23:51,24.52
4591,469,internet banking,2020-09-15 15:14:08,16.15
4592,471,bank card online,2020-10-01 07:56:26,13.35
4594,67,internet banking,2020-04-24 01:47:14,137.78
4595,979,internet banking,2019-01-19 11:38:41,26.89
4596,336,bank card online,2021-06-22 21:50:22,30.71
4597,575,ATM,2020-12-13 13:16:38,71.36
4598,636,auto payment from a bank card,2020-11-25 22:34:28,98.68
4599,357,auto payment from a bank card,2020-06-27 18:03:49,52.3
4600,816,internet banking,2019-11-06 16:13:14,25.31
4601,127,internet banking,2020-11-18 16:41:15,30.65
4602,850,online wallet,2021-10-09 09:36:44,179.37
4603,478,online wallet,2019-08-18 15:51:37,116.73
4604,313,internet banking,2021-01-11 03:12:00,38.95
4605,979,ATM,2021-09-16 07:22:02,43.26
4606,617,online wallet,2021-04-17 20:20:33,46.25
4607,600,auto payment from a bank card,2019-06-10 15:01:46,13.74
4608,711,auto payment from a bank card,2020-01-17 18:49:31,66.62
4609,314,internet banking,2021-09-17 12:52:11,134.01
4610,375,internet banking,2021-12-18 02:13:27,286.54
4611,744,internet banking,2021-12-28 15:59:38,51.1
4612,250,bank card online,2021-08-22 09:30:33,35.99
4613,188,internet banking,2020-02-08 01:17:59,167.04
4614,620,ATM,2019-08-11 20:14:06,55.93
4615,664,ATM,2019-04-23 19:06:31,50.55
4616,52,online wallet,2019-07-18 22:55:37,50.34
4617,768,internet banking,2019-12-12 03:29:58,117.1
4618,430,auto payment from a bank card,2019-05-29 00:47:16,107.34
4619,25,bank card online,2019-01-25 20:43:56,13.99
4620,544,internet banking,2021-01-01 18:14:48,13.27
4621,116,auto payment from a bank card,2019-05-05 16:27:41,120.75
4622,270,payment in stores,2021-07-01 08:34:16,85.16
4623,368,auto payment from a bank card,2021-12-21 21:43:10,85.48
4624,945,bank card online,2019-06-22 03:47:03,25.5
4626,904,bank card online,2021-06-12 09:52:23,36.72
4627,522,online wallet,2020-10-10 06:09:58,64.25
4628,302,internet banking,2021-09-01 12:05:57,73.14
4629,118,auto payment from a bank card,2019-01-29 01:23:27,46.89
4630,846,auto payment from a bank card,2020-11-25 11:44:54,89.64
4631,212,auto payment from a bank card,2020-06-04 10:41:27,35.47
4632,839,online wallet,2021-12-20 08:48:29,59.85
4633,30,bank card online,2021-10-18 00:39:42,43.07
4634,976,online wallet,2020-10-26 06:21:01,51.77
4636,112,internet banking,2020-10-18 00:35:28,51.94
4637,190,internet banking,2020-12-09 15:09:54,57.88
4638,840,internet banking,2020-10-21 04:15:55,61.17
4639,368,auto payment from a bank card,2019-12-18 00:02:49,27.86
4640,179,online wallet,2020-04-14 09:32:08,86.75
4641,205,internet banking,2021-11-24 00:08:10,114.27
4642,525,bank card online,2021-05-11 02:18:46,29.11
4643,955,auto payment from a bank card,2021-12-31 11:22:21,53.48
4644,560,bank card online,2021-02-26 08:32:17,96.61
4645,657,auto payment from a bank card,2021-04-17 19:32:26,8.84
4646,233,bank card online,2019-10-21 01:54:32,75.61
4647,404,internet banking,2021-04-29 13:45:36,62.99
4649,433,online wallet,2020-05-02 07:38:44,97.51
4650,877,internet banking,2019-09-18 23:08:10,31.11
4651,176,internet banking,2021-06-05 11:19:24,50.86
4652,983,internet banking,2019-01-10 17:52:56,13.18
4653,610,bank card online,2020-05-11 17:16:00,76.57
4654,815,bank card online,2021-11-29 10:55:50,18.07
4655,230,auto payment from a bank card,2019-08-13 03:58:30,80.33
4656,63,bank card online,2020-10-23 23:24:16,27.12
4658,507,internet banking,2019-06-22 08:30:52,74.58
4659,562,internet banking,2019-12-09 21:26:19,32.16
4660,1000,bank card online,2021-07-01 10:13:42,55.39
4661,76,online wallet,2019-02-07 05:15:37,49.19
4662,766,bank card online,2020-05-17 03:39:57,88.73
4663,130,auto payment from a bank card,2019-02-19 22:32:30,33.21
4664,661,internet banking,2020-05-29 22:53:08,32.44
4665,379,auto payment from a bank card,2021-09-09 19:08:00,24.24
4666,464,internet banking,2020-02-13 08:57:04,18.26
4667,825,online wallet,2021-06-13 05:18:28,18.15
4668,751,internet banking,2020-11-29 01:11:22,38.97
4669,37,bank card online,2021-02-02 11:59:51,42.69
4670,165,bank card online,2021-04-21 13:19:08,109.94
4671,470,bank card online,2020-06-21 13:19:46,124.25
4672,578,online wallet,2021-04-26 07:18:58,29.09
4673,638,bank card online,2021-09-09 03:52:42,87.49
4674,56,online wallet,2021-11-18 05:10:10,46.76
4675,259,internet banking,2020-05-29 10:24:27,93.28
4677,688,auto payment from a bank card,2021-02-21 20:01:07,27.05
4678,35,internet banking,2021-07-10 03:38:40,23.29
4679,565,auto payment from a bank card,2020-01-31 09:55:18,88.79
4680,644,online wallet,2020-07-31 03:28:22,44.45
4681,555,ATM,2021-09-23 03:50:20,53.63
4683,374,internet banking,2020-02-25 02:04:44,41.05
4684,658,internet banking,2021-12-12 05:45:39,122.55
4685,201,auto payment from a bank card,2020-07-10 03:19:10,91.38
4686,361,internet banking,2020-09-04 07:09:30,86.18
4690,873,bank card online,2020-08-02 18:16:41,40.06
4691,896,ATM,2021-01-21 15:27:01,100.73
4692,480,internet banking,2021-09-04 21:38:33,11.35
4694,896,bank card online,2020-01-20 05:16:59,61.8
4695,143,internet banking,2021-09-25 00:50:16,81.78
4696,891,auto payment from a bank card,2019-12-20 20:11:52,88.92
4697,13,online wallet,2021-09-11 23:23:29,77.36
4698,19,auto payment from a bank card,2019-12-21 16:34:21,84.85
4699,284,online wallet,2019-07-02 20:37:05,52.95
4700,217,bank card online,2019-07-13 19:23:18,38.05
4701,437,auto payment from a bank card,2021-09-23 12:21:00,7.32
4702,826,auto payment from a bank card,2019-01-26 10:29:57,79.75
4703,963,sms payments,2021-07-27 06:32:16,20.65
4705,487,auto payment from a bank card,2019-01-23 10:14:39,22.67
4707,755,bank card online,2020-12-27 03:06:21,93.56
4708,830,auto payment from a bank card,2021-04-11 16:48:49,43.97
4709,760,online wallet,2020-10-04 05:09:58,42.13
4710,5,bank card online,2021-09-04 07:38:43,44.18
4711,536,auto payment from a bank card,2019-07-19 05:41:54,192.47
4712,139,internet banking,2019-01-11 23:09:34,54.15
4713,737,internet banking,2019-09-12 07:22:02,31.34
4715,365,payment in stores,2019-04-12 01:57:03,77.03
4717,644,online wallet,2021-04-20 23:53:47,30.57
4718,14,internet banking,2021-08-12 10:44:43,52.92
4719,817,bank card online,2021-09-29 17:27:44,42.69
4720,914,internet banking,2021-07-09 11:02:49,19.03
4721,66,auto payment from a bank card,2020-03-28 13:15:11,88.16
4722,973,sms payments,2021-08-13 09:34:54,50.27
4723,313,internet banking,2019-04-27 00:53:20,118.04
4724,517,auto payment from a bank card,2021-08-25 20:08:46,76.3
4725,516,internet banking,2019-04-09 09:08:46,78.1
4727,108,bank card online,2021-05-30 03:57:35,68.09
4728,116,auto payment from a bank card,2019-04-01 06:03:15,33.7
4729,441,internet banking,2020-10-20 10:12:33,36.59
4730,739,online wallet,2020-02-01 13:25:00,29.18
4731,618,bank card online,2019-01-25 02:57:11,46.62
4732,190,online wallet,2021-01-27 08:18:42,22.74
4733,409,bank card online,2021-05-27 18:19:58,26.86
4734,77,sms payments,2019-11-12 22:39:28,48.21
4735,505,internet banking,2020-05-30 22:58:50,42.56
4736,921,bank card online,2019-03-20 18:33:47,24.48
4737,289,online wallet,2021-12-25 20:23:02,47.42
4738,541,auto payment from a bank card,2019-09-30 06:32:34,47.18
4740,180,ATM,2020-10-14 03:07:54,99.64
4741,183,auto payment from a bank card,2019-02-02 05:03:26,35.95
4742,874,auto payment from a bank card,2019-01-08 07:12:50,48.39
4743,91,internet banking,2021-10-31 05:22:06,103.42
4745,809,online wallet,2019-10-30 23:31:30,63.78
4746,139,online wallet,2019-07-08 21:39:34,41.0
4748,87,internet banking,2021-04-04 01:51:50,10.12
4749,294,bank card online,2021-10-13 14:51:26,61.97
4750,890,bank card online,2019-04-28 15:32:32,27.26
4752,741,sms payments,2020-11-17 04:53:38,60.16
4753,633,internet banking,2019-01-16 18:47:11,37.19
4754,53,payment in stores,2021-04-01 04:30:02,90.07
4755,726,bank card online,2021-12-03 20:23:44,32.13
4756,374,internet banking,2020-07-12 13:22:31,34.43
4757,91,bank card online,2021-12-15 14:12:47,48.65
4758,463,internet banking,2019-04-08 08:19:58,50.26
4759,657,online wallet,2020-04-03 08:20:19,49.34
4760,489,internet banking,2019-01-10 03:42:52,11.67
4761,468,bank card online,2020-03-21 23:47:52,18.89
4762,67,payment in stores,2021-08-07 15:19:25,44.05
4763,588,internet banking,2021-09-02 19:00:53,41.41
4764,692,payment in stores,2021-12-24 23:02:48,77.86
4765,839,auto payment from a bank card,2021-12-31 17:32:29,27.26
4766,165,online wallet,2021-08-02 20:06:20,59.79
4768,181,bank card online,2021-02-03 19:50:56,43.31
4769,971,auto payment from a bank card,2021-09-10 10:11:54,67.69
4770,896,internet banking,2020-11-17 00:53:35,60.99
4771,542,internet banking,2021-06-15 06:00:34,100.12
4772,214,online wallet,2019-09-24 07:37:47,43.57
4773,815,internet banking,2021-11-22 16:55:17,56.62
4774,839,bank card online,2021-12-07 22:45:54,101.41
4775,94,internet banking,2020-01-05 20:00:41,27.85
4777,891,online wallet,2020-05-28 17:06:07,53.85
4778,847,bank card online,2021-03-21 05:43:13,149.07
4780,150,online wallet,2021-03-01 15:04:39,20.92
4781,44,internet banking,2021-10-06 16:55:03,32.21
4782,200,sms payments,2021-07-30 15:17:17,42.85
4783,342,internet banking,2021-06-11 19:15:50,18.05
4784,190,internet banking,2019-10-13 22:08:05,64.23
4785,260,bank card online,2019-10-09 03:19:35,43.01
4786,59,online wallet,2021-11-30 18:05:43,84.64
4787,104,auto payment from a bank card,2020-12-13 07:42:35,43.59
4788,307,internet banking,2020-07-25 11:40:53,44.25
4789,72,online wallet,2020-12-22 22:05:57,100.45
4790,485,internet banking,2021-12-12 16:09:08,72.83
4791,77,online wallet,2021-04-22 19:05:34,59.67
4792,144,auto payment from a bank card,2020-07-10 06:12:34,110.67
4793,606,auto payment from a bank card,2020-05-24 18:42:55,33.75
4796,278,internet banking,2019-08-12 13:32:40,76.5
4797,270,ATM,2020-09-29 20:06:25,82.1
4798,661,internet banking,2021-08-09 09:10:55,17.03
4799,661,auto payment from a bank card,2020-02-23 19:18:46,69.45
4800,122,online wallet,2021-08-10 23:08:10,34.36
4801,650,internet banking,2021-10-22 17:52:56,32.78
4803,418,bank card online,2021-02-21 20:55:05,60.75
4804,827,auto payment from a bank card,2021-02-01 19:47:04,72.18
4805,169,bank card online,2021-03-15 15:33:09,55.32
4806,781,online wallet,2020-02-21 19:21:26,22.73
4807,863,internet banking,2019-07-25 14:28:52,26.23
4808,444,online wallet,2020-07-27 19:29:11,96.55
4809,448,online wallet,2020-01-29 13:40:44,24.9
4811,518,bank card online,2019-10-15 06:20:02,52.18
4812,373,internet banking,2020-07-08 06:30:13,67.41
4814,94,online wallet,2020-03-27 07:07:45,32.83
4815,751,online wallet,2021-09-08 07:56:35,16.92
4816,5,internet banking,2020-07-21 10:41:06,146.11
4817,753,internet banking,2019-07-25 08:10:41,67.36
4818,830,auto payment from a bank card,2020-10-14 19:53:58,54.02
4819,232,internet banking,2020-10-09 20:17:23,50.98
4820,962,auto payment from a bank card,2019-10-08 06:06:19,175.39
4822,478,bank card online,2019-08-22 21:17:53,34.85
4823,494,online wallet,2020-11-16 15:14:10,29.08
4824,263,online wallet,2021-05-24 11:53:18,41.13
4826,658,auto payment from a bank card,2021-12-31 07:35:13,33.22
4829,66,auto payment from a bank card,2019-10-06 11:44:32,103.61
4830,401,online wallet,2021-04-27 22:59:48,44.93
4831,98,internet banking,2021-12-28 20:52:44,34.91
4832,258,bank card online,2021-01-22 16:18:01,99.78
4833,390,online wallet,2020-04-29 11:23:34,37.14
4834,963,auto payment from a bank card,2021-06-24 02:46:52,22.67
4835,969,internet banking,2021-10-22 12:43:32,74.7
4836,601,auto payment from a bank card,2020-04-04 08:53:01,37.55
4838,388,bank card online,2020-09-11 17:02:51,66.73
4839,116,internet banking,2021-01-23 06:17:38,57.34
4840,71,auto payment from a bank card,2021-12-03 07:32:01,40.38
4841,737,internet banking,2020-09-05 17:55:19,32.24
4842,286,internet banking,2020-08-10 09:28:21,47.99
4844,356,bank card online,2020-09-04 20:59:35,22.78
4845,251,online wallet,2021-12-29 19:35:18,19.0
4846,330,ATM,2019-07-20 08:00:38,79.69
4847,39,online wallet,2020-08-16 13:24:38,61.17
4848,509,bank card online,2020-03-07 04:30:33,43.6
4849,302,auto payment from a bank card,2020-10-06 06:53:46,53.69
4850,443,online wallet,2019-11-08 22:15:44,45.8
4851,758,bank card online,2019-03-23 18:48:53,43.69
4852,428,bank card online,2019-08-10 17:34:07,68.72
4853,55,online wallet,2021-10-08 07:57:08,61.84
4855,686,internet banking,2020-10-23 03:59:31,37.41
4856,332,internet banking,2019-07-11 10:35:15,88.09
4857,235,bank card online,2019-09-04 10:44:12,49.64
4858,525,internet banking,2020-02-13 00:27:22,99.84
4860,169,internet banking,2019-06-28 18:30:08,51.13
4861,214,internet banking,2021-07-23 01:53:33,217.21
4862,298,auto payment from a bank card,2021-05-27 12:16:17,25.43
4863,228,online wallet,2019-02-17 11:15:11,42.96
4864,430,auto payment from a bank card,2020-06-15 05:12:14,41.65
4865,970,auto payment from a bank card,2019-01-25 19:58:06,87.57
4866,668,internet banking,2019-10-24 12:37:56,43.25
4868,618,internet banking,2020-08-27 03:58:54,77.76
4869,279,auto payment from a bank card,2021-11-26 15:45:38,124.63
4870,383,bank card online,2019-02-10 10:04:13,22.17
4871,811,online wallet,2021-03-06 17:05:24,40.33
4873,949,bank card online,2020-09-19 00:47:28,33.6
4874,527,sms payments,2021-09-16 04:01:32,15.3
4875,549,internet banking,2021-10-08 01:05:56,79.22
4876,958,bank card online,2019-05-24 20:15:13,22.17
4877,613,auto payment from a bank card,2019-08-05 11:47:51,135.57
4878,116,bank card online,2019-06-19 02:34:41,88.98
4879,463,internet banking,2020-08-11 01:31:08,32.83
4880,741,internet banking,2020-06-20 21:04:57,67.3
4881,14,internet banking,2019-11-26 06:15:01,82.22
4882,173,bank card online,2020-10-15 23:55:24,107.01
4883,252,internet banking,2020-03-25 15:13:01,101.55
4884,586,bank card online,2020-02-01 21:41:08,149.58
4885,57,ATM,2021-10-02 06:04:36,60.53
4886,997,payment in stores,2020-04-25 21:38:12,9.17
4887,890,auto payment from a bank card,2021-08-22 05:20:42,118.36
4889,511,ATM,2021-12-21 15:19:13,96.5
4890,927,sms payments,2021-02-28 06:44:27,13.02
4892,517,bank card online,2019-03-18 12:37:25,28.37
4893,504,online wallet,2019-04-02 21:03:06,108.79
4894,873,internet banking,2019-02-02 01:19:51,15.64
4895,867,internet banking,2019-01-10 15:47:03,134.8
4896,937,internet banking,2020-10-05 01:44:22,48.97
4897,793,internet banking,2021-12-11 03:35:11,53.88
4898,515,payment in stores,2019-05-19 17:51:21,138.47
4899,472,auto payment from a bank card,2021-09-13 02:38:58,65.21
4900,480,auto payment from a bank card,2021-11-15 15:00:52,26.25
4902,569,internet banking,2020-03-15 00:07:44,33.53
4903,610,auto payment from a bank card,2021-09-10 00:09:04,82.1
4905,820,internet banking,2020-10-04 05:10:41,28.23
4907,287,auto payment from a bank card,2020-09-08 13:10:26,181.13
4908,920,online wallet,2021-01-31 04:26:31,48.93
4909,974,online wallet,2021-10-24 02:26:20,47.38
4911,739,bank card online,2019-11-17 21:46:45,86.56
4912,314,auto payment from a bank card,2021-10-11 20:39:36,34.46
4913,945,internet banking,2021-01-25 18:06:18,251.34
4914,435,internet banking,2020-11-05 20:27:39,13.19
4915,766,online wallet,2019-12-11 15:49:53,67.12
4916,980,ATM,2019-07-14 14:21:03,37.16
4917,473,auto payment from a bank card,2019-07-01 03:37:26,94.55
4918,923,bank card online,2021-08-08 16:29:33,72.56
4919,204,auto payment from a bank card,2021-12-13 09:32:28,45.26
4920,825,payment in stores,2020-12-26 15:33:41,40.1
4921,569,bank card online,2019-08-21 04:05:52,63.45
4922,53,bank card online,2019-12-18 16:08:15,21.2
4923,791,sms payments,2019-12-23 03:30:42,68.17
4924,774,internet banking,2021-07-30 14:22:09,31.51
4925,791,auto payment from a bank card,2019-03-19 17:55:33,38.31
4926,311,bank card online,2019-12-02 18:00:32,93.46
4927,59,online wallet,2021-12-31 02:31:14,30.49
4930,508,bank card online,2021-01-18 07:06:32,50.11
4931,324,internet banking,2019-11-13 15:07:49,131.77
4932,140,auto payment from a bank card,2020-08-04 16:01:30,53.04
4933,209,internet banking,2021-04-06 16:54:08,44.57
4935,143,bank card online,2021-09-22 06:27:17,19.39
4936,217,bank card online,2021-08-18 16:04:38,69.41
4937,758,online wallet,2019-10-28 01:10:00,22.74
4938,128,auto payment from a bank card,2021-03-27 13:04:31,15.16
4939,726,auto payment from a bank card,2021-10-05 23:31:44,41.92
4940,841,auto payment from a bank card,2019-10-23 11:43:45,71.15
4941,662,bank card online,2021-07-27 04:21:37,30.44
4942,435,internet banking,2020-01-05 20:41:49,23.29
